Designator,Footprint,Quantity,Value,LCSC Part #
J1,Molex_Micro-Fit_3.0_43650-0200_1x02_P3.00mm_Horizontal,1,Discharge V_In,
J2,Molex_Micro-Fit_3.0_43650-0200_1x02_P3.00mm_Horizontal,1,Charge V_In,
"J3, J4",PinHeader_1x05_P2.54mm_Vertical,2,Conn_01x05,
R1,0805,1,34k,
R2,0805,1,59,
TP1,TestPoint_Pad_2.0x2.0mm,1,V_In+,
TP2,TestPoint_Pad_2.0x2.0mm,1,V-,
TP3,TestPoint_Pad_2.0x2.0mm,1,V_Out+,
